solo_id,performer,phrase_number,length_beats,num_notes,note_density,pitch_mean,pitch_range,pitch_std,rest_ratio,contour,starts_on_downbeat,phrase_duration,phrase_token
47,Cannonball Adderley,1,11.164036281179138,19,1.7018934300698307,63.473684210526315,15,4.357309902277727,0.0462978384592575,descending,False,5.582018140589569,PHRASE_48
47,Cannonball Adderley,2,13.399909297052153,30,2.23882112445341,62.666666666666664,21,5.159672685570492,0.1017876724383004,descending,True,6.6999546485260755,PHRASE_26
47,Cannonball Adderley,3,3.840680272108848,7,1.8225937865315789,59.714285714285715,14,5.091008480344418,0.0067306670445282,descending,True,1.920340136054424,PHRASE_30
47,Cannonball Adderley,4,6.342312925170063,13,2.0497254161661247,61.61538461538461,12,3.89355407225962,0.0294176534523178,descending,True,3.1711564625850315,PHRASE_49
47,Cannonball Adderley,5,5.791473922902497,9,1.5540085511581645,68.0,16,4.988876515698588,0.1524878232134198,flat,False,2.8957369614512487,PHRASE_04
47,Cannonball Adderley,6,2.800680272108849,8,2.856448870536793,70.0,8,2.6457513110645907,0.0151080884138927,descending,False,1.4003401360544243,PHRASE_59
47,Cannonball Adderley,7,8.031111111111109,20,2.490315439955729,66.5,22,6.176568626672903,0.0611284912415474,ascending,False,4.015555555555554,PHRASE_63
47,Cannonball Adderley,8,4.091337868480721,17,4.155120047886141,64.11764705882354,12,3.1414188053691032,0.0269137827831585,descending,True,2.0456689342403607,PHRASE_50
47,Cannonball Adderley,9,2.921179138321989,4,1.3693100664472488,58.5,9,3.5,0.0998882195864092,descending,False,1.4605895691609945,PHRASE_17
47,Cannonball Adderley,10,2.077097505668931,7,3.3700873362445467,68.42857142857143,15,5.473498303048005,0.0522925764192144,ascending,False,1.0385487528344657,PHRASE_06
47,Cannonball Adderley,11,2.5470294784580574,7,2.748299561981403,66.71428571428571,11,3.953815000885157,0.1119618247213479,ascending,False,1.2735147392290287,PHRASE_52
47,Cannonball Adderley,12,8.360226757369603,26,3.10996349196878,66.76923076923077,20,5.590566864802038,0.0374953212218549,ascending,False,4.180113378684801,PHRASE_63
47,Cannonball Adderley,13,8.509841269841274,30,3.5253301499664236,66.06666666666666,18,5.09204172104755,0.1152460536553637,descending,False,4.254920634920637,PHRASE_63
47,Cannonball Adderley,14,10.289024943310665,21,2.041009727909446,63.714285714285715,17,4.130523512800274,0.0984118868265514,ascending,False,5.144512471655332,PHRASE_48
47,Cannonball Adderley,15,10.640362811791393,40,3.7592703094365327,62.425,17,3.85932312718176,0.0596027619128827,descending,False,5.3201814058956955,PHRASE_13
47,Cannonball Adderley,16,6.959863945578235,8,1.1494477568175148,71.5,14,5.220153254455275,0.047548300915523,arch,True,3.479931972789118,PHRASE_04
47,Cannonball Adderley,17,5.769206349206343,13,2.2533428712925794,67.61538461538461,17,5.092052050287805,0.0457822043691051,descending,False,2.8846031746031713,PHRASE_06
47,Cannonball Adderley,18,3.703038548752829,14,3.780678979081963,65.42857142857143,15,4.321280989215478,0.0404766570322788,flat,False,1.8515192743764144,PHRASE_06
47,Cannonball Adderley,19,2.5125170068027387,8,3.184058049493669,69.375,15,4.922842166878804,0.0809371671991344,ascending,False,1.2562585034013694,PHRASE_55
47,Cannonball Adderley,20,8.555646258503401,16,1.8701100438903375,71.25,18,5.379358697837503,0.020604075228467,ascending,False,4.277823129251701,PHRASE_04
47,Cannonball Adderley,21,4.649705215419516,9,1.9356065778436624,61.22222222222222,11,3.909469352390929,0.1573747147065212,descending,True,2.324852607709758,PHRASE_18
47,Cannonball Adderley,22,4.280136054421774,7,1.635462029943734,63.714285714285715,14,5.724989974146823,0.1428526017991613,ascending,False,2.140068027210887,PHRASE_52
47,Cannonball Adderley,23,8.060362811791379,21,2.60534178055601,64.95238095238095,21,5.842994914353512,0.1042586830659813,descending,False,4.030181405895689,PHRASE_63
47,Cannonball Adderley,24,9.704807256235824,36,3.7095018014776335,64.97222222222223,21,4.974859635714532,0.0623624358033677,flat,False,4.852403628117912,PHRASE_13
47,Cannonball Adderley,25,12.97192743764171,27,2.081417748425872,63.44444444444444,21,5.724109721062781,0.0549415972394581,descending,False,6.485963718820855,PHRASE_26
47,Cannonball Adderley,26,1.843628117913852,7,3.796861163042368,66.14285714285714,7,2.356060357495806,0.0,arch,False,0.921814058956926,PHRASE_41
47,Cannonball Adderley,27,2.1283900226757453,9,4.228548294304388,69.44444444444444,11,3.0590888662080453,0.0383967952952309,arch,False,1.0641950113378726,PHRASE_55
